"gas_day","region_code","gas_cons_mcm","rec_added"
2021-11-26,AT,38.11,2022-10-06 14:18:32.630 +0300
2021-11-26,FR,217.14,2022-10-05 16:37:45.826 +0300
2021-11-26,CZ,40.5119048,2022-06-20 11:40:59.000 +0300
2021-11-25,AT,37.21,2022-10-06 14:18:32.630 +0300
2021-11-25,FR,220.72,2022-10-05 16:37:45.826 +0300
2021-11-25,CZ,39.9714286,2022-06-20 11:40:59.000 +0300
2021-11-24,AT,34.48,2022-10-06 14:18:32.630 +0300
2021-11-24,FR,215.86,2022-10-05 16:37:43.127 +0300
2021-11-24,CZ,33.77523809523809,2022-06-02 18:15:15.000 +0300
2021-11-23,AT,36.75,2022-10-06 14:18:32.630 +0300
2021-11-23,FR,213.51,2022-10-05 16:37:43.127 +0300
2021-11-23,CZ,36.2033333333333372,2022-06-02 18:15:15.000 +0300
2021-11-22,AT,37.71,2022-10-06 14:18:32.630 +0300
2021-11-22,FR,205.17,2022-10-05 16:37:43.127 +0300
2021-11-22,CZ,30.6419048,2022-06-20 11:40:59.000 +0300
2021-11-21,AT,41.39,2022-10-06 14:18:32.630 +0300
2021-11-21,FR,174.96,2022-10-05 16:37:39.955 +0300
2021-11-21,CZ,27.8142857,2022-06-20 11:40:59.000 +0300
2021-11-20,AT,41.81,2022-10-06 14:18:32.630 +0300
2021-11-20,FR,173.10,2022-10-05 16:37:39.955 +0300
2021-11-20,CZ,27.9433333333333335,2022-06-02 18:15:15.000 +0300
2021-11-19,AT,41.48,2022-10-06 14:18:32.630 +0300
2021-11-19,FR,181.66,2022-10-05 16:37:39.955 +0300
2021-11-19,CZ,31.7638095238095204,2022-06-02 18:15:15.000 +0300
2021-11-18,AT,40.17,2022-10-06 14:18:32.630 +0300
2021-11-18,FR,189.76,2022-10-05 16:37:37.257 +0300
2021-11-18,CZ,35.7652381,2022-06-20 11:40:59.000 +0300
2021-11-17,AT,38.94,2022-10-06 14:18:32.630 +0300
2021-11-17,FR,180.98,2022-10-05 16:37:37.257 +0300
2021-11-17,CZ,28.4433333333333394,2022-06-02 18:15:15.000 +0300
2021-11-16,AT,37.25,2022-10-06 14:18:32.630 +0300
2021-11-16,FR,187.91,2022-10-05 16:37:37.257 +0300
2021-11-16,CZ,30.7285714,2022-06-20 11:40:59.000 +0300
2021-11-15,AT,34.99,2022-10-06 14:18:32.630 +0300
2021-11-15,FR,180.79,2022-10-05 16:37:34.425 +0300
2021-11-15,CZ,31.44,2022-06-02 18:15:15.000 +0300
2021-11-14,AT,36.29,2022-10-06 14:18:32.630 +0300
2021-11-14,FR,145.66,2022-10-05 16:37:34.425 +0300
2021-11-14,CZ,36.0514285714285723,2022-06-02 18:15:15.000 +0300
2021-11-13,AT,35.39,2022-10-06 14:18:32.630 +0300
2021-11-13,FR,149.59,2022-10-05 16:37:34.425 +0300
2021-11-13,CZ,28.0919047619047642,2022-06-02 18:15:15.000 +0300
2021-11-12,AT,35.68,2022-10-06 14:18:32.630 +0300
2021-11-12,FR,172.28,2022-10-05 16:37:31.583 +0300
2021-11-12,CZ,33.5742857,2022-06-20 11:40:59.000 +0300
2021-11-11,AT,32.29,2022-10-06 14:18:32.630 +0300
2021-11-11,FR,178.99,2022-10-05 16:37:31.583 +0300
2021-11-11,CZ,30.850476190476187,2022-06-02 18:15:15.000 +0300
2021-11-10,AT,31.80,2022-10-06 14:18:32.630 +0300
2021-11-10,FR,196.97,2022-10-05 16:37:31.583 +0300
2021-11-10,CZ,32.3666667,2022-06-20 11:40:59.000 +0300
2021-11-09,AT,29.40,2022-10-06 14:18:32.630 +0300
2021-11-09,FR,189.89,2022-10-05 16:37:28.866 +0300
2021-11-09,CZ,29.0257143,2022-06-20 11:40:59.000 +0300
2021-11-08,AT,33.22,2022-10-06 14:18:32.630 +0300
2021-11-08,FR,177.94,2022-10-05 16:37:28.866 +0300
2021-11-08,CZ,31.4890476190476182,2022-06-02 18:15:15.000 +0300
2021-11-07,AT,37.15,2022-10-06 14:18:32.630 +0300
2021-11-07,FR,148.63,2022-10-05 16:37:28.866 +0300
2021-11-07,CZ,27.1095238095238096,2022-06-02 18:15:15.000 +0300
2021-11-06,AT,38.16,2022-10-06 14:18:32.630 +0300
2021-11-06,FR,157.27,2022-10-05 16:37:25.247 +0300
2021-11-06,CZ,28.0247619,2022-06-20 11:40:59.000 +0300
2021-11-05,AT,33.48,2022-10-06 14:18:32.630 +0300
2021-11-05,FR,175.79,2022-10-05 16:37:25.247 +0300
2021-11-05,CZ,31.3800000,2022-06-20 11:40:59.000 +0300
2021-11-04,AT,30.73,2022-10-06 14:18:32.630 +0300
2021-11-04,FR,171.06,2022-10-05 16:37:25.247 +0300
2021-11-04,CZ,27.7614285714285712,2022-06-02 18:15:15.000 +0300
2021-11-03,AT,34.65,2022-10-06 14:18:32.630 +0300
2021-11-03,FR,165.33,2022-10-05 16:37:22.496 +0300
2021-11-03,CZ,28.8195238095238081,2022-06-02 18:15:15.000 +0300
2021-11-02,AT,26.86,2022-10-06 14:18:32.630 +0300
2021-11-02,FR,155.63,2022-10-05 16:37:22.496 +0300
2021-11-02,CZ,29.4709523809523834,2022-06-02 18:15:15.000 +0300
2021-11-01,AT,29.29,2022-10-06 14:18:32.630 +0300
2021-11-01,FR,118.97,2022-10-05 16:37:22.496 +0300
2021-11-01,CZ,24.8314286,2022-06-20 11:40:59.000 +0300
2021-10-31,AT,27.01,2022-10-06 14:18:31.362 +0300
2021-10-31,FR,95.51,2022-10-05 16:37:19.491 +0300
2021-10-31,CZ,28.3876190,2022-06-20 11:40:59.000 +0300
2021-10-30,AT,24.58,2022-10-06 14:18:31.362 +0300
2021-10-30,FR,102.92,2022-10-05 16:37:19.491 +0300
2021-10-30,CZ,31.6457143,2022-06-20 11:40:59.000 +0300
2021-10-29,AT,26.94,2022-10-06 14:18:31.362 +0300
2021-10-29,FR,113.37,2022-10-05 16:37:19.491 +0300
2021-10-29,CZ,30.2095238,2022-06-20 11:40:59.000 +0300
2021-10-28,AT,34.53,2022-10-06 14:18:31.362 +0300
2021-10-28,FR,126.41,2022-10-05 16:37:16.940 +0300
2021-10-28,CZ,30.3866667,2022-06-20 11:40:59.000 +0300
2021-10-27,AT,33.69,2022-10-06 14:18:31.362 +0300
2021-10-27,FR,133.73,2022-10-05 16:37:16.940 +0300
2021-10-27,CZ,31.9961904761904763,2022-06-02 18:15:15.000 +0300
2021-10-26,AT,31.28,2022-10-06 14:18:31.362 +0300
2021-10-26,FR,129.83,2022-10-05 16:37:16.940 +0300
2021-10-26,CZ,33.9023809523809527,2022-06-02 18:15:15.000 +0300
2021-10-25,AT,26.74,2022-10-06 14:18:31.362 +0300
2021-10-25,FR,134.77,2022-10-05 16:37:14.498 +0300
2021-10-25,CZ,33.6476190476190478,2022-06-02 18:15:15.000 +0300
2021-10-24,AT,27.40,2022-10-06 14:18:31.362 +0300
2021-10-24,FR,115.41,2022-10-05 16:37:14.498 +0300
2021-10-24,CZ,30.9514285,2022-06-20 11:40:59.000 +0300
2021-10-23,AT,26.32,2022-10-06 14:18:31.362 +0300
2021-10-23,FR,122.34,2022-10-05 16:37:14.498 +0300
2021-10-23,CZ,30.2285715,2022-06-20 11:40:59.000 +0300
2021-10-22,AT,30.42,2022-10-06 14:18:31.362 +0300
2021-10-22,FR,134.88,2022-10-05 16:37:11.123 +0300
2021-10-22,CZ,29.8728571428571429,2022-06-02 18:15:15.000 +0300
2021-10-21,AT,29.20,2022-10-06 14:18:31.362 +0300
2021-10-21,FR,114.91,2022-10-05 16:37:11.123 +0300
2021-10-21,CZ,27.314761904761905,2022-06-02 18:15:15.000 +0300
2021-10-20,AT,28.63,2022-10-06 14:18:31.362 +0300
2021-10-20,FR,88.75,2022-10-05 16:37:11.123 +0300
2021-10-20,CZ,24.8171428571428575,2022-06-02 18:15:15.000 +0300
2021-10-19,AT,34.25,2022-10-06 14:18:31.362 +0300
2021-10-19,FR,94.32,2022-10-05 16:37:08.782 +0300
2021-10-19,CZ,29.2800000000000001,2022-06-02 18:15:15.000 +0300
2021-10-18,AT,33.47,2022-10-06 14:18:31.362 +0300
2021-10-18,FR,118.56,2022-10-05 16:37:08.782 +0300
2021-10-18,CZ,30.2409524,2022-06-20 11:40:59.000 +0300
2021-10-17,AT,26.65,2022-10-06 14:18:31.362 +0300
2021-10-17,FR,99.08,2022-10-05 16:37:08.782 +0300
2021-10-17,CZ,30.5338095,2022-06-20 11:40:59.000 +0300
2021-10-16,AT,23.45,2022-10-06 14:18:31.362 +0300
2021-10-16,FR,102.06,2022-10-05 16:37:06.070 +0300
2021-10-16,CZ,28.807619,2022-06-20 11:40:59.000 +0300
2021-10-15,AT,23.56,2022-10-06 14:18:31.362 +0300
2021-10-15,FR,118.90,2022-10-05 16:37:06.070 +0300
2021-10-15,CZ,29.2514285714285710,2022-06-02 18:15:15.000 +0300
2021-10-14,AT,27.83,2022-10-06 14:18:31.362 +0300
2021-10-14,FR,126.17,2022-10-05 16:37:06.070 +0300
2021-10-14,CZ,30.435238095238095,2022-06-02 18:15:15.000 +0300
2021-10-13,AT,28.70,2022-10-06 14:18:31.362 +0300
2021-10-13,FR,123.03,2022-10-05 16:37:03.439 +0300
2021-10-13,CZ,33.615714285714286,2022-06-02 18:15:15.000 +0300
2021-10-12,AT,29.63,2022-10-06 14:18:31.362 +0300
2021-10-12,FR,112.45,2022-10-05 16:37:03.439 +0300
2021-10-12,CZ,30.0900000,2022-06-20 11:40:59.000 +0300
2021-10-11,AT,26.34,2022-10-06 14:18:31.362 +0300
2021-10-11,FR,108.51,2022-10-05 16:37:03.439 +0300
2021-10-11,CZ,27.8976190476190476,2022-06-02 18:15:15.000 +0300
2021-10-10,AT,19.83,2022-10-06 14:18:31.362 +0300
2021-10-10,FR,80.93,2022-10-05 16:37:00.554 +0300
2021-10-10,CZ,28.6714286,2022-06-20 11:40:59.000 +0300
2021-10-09,AT,18.23,2022-10-06 14:18:31.362 +0300
2021-10-09,FR,78.62,2022-10-05 16:37:00.554 +0300
2021-10-09,CZ,25.9628571428571432,2022-06-02 18:15:15.000 +0300
2021-10-08,AT,22.84,2022-10-06 14:18:31.362 +0300
2021-10-08,FR,93.58,2022-10-05 16:37:00.554 +0300
2021-10-08,CZ,25.7923810,2022-06-20 11:40:59.000 +0300
2021-10-07,AT,21.81,2022-10-06 14:18:31.362 +0300
2021-10-07,FR,98.72,2022-10-05 16:36:57.543 +0300
2021-10-07,CZ,26.9066666666666672,2022-06-02 18:15:15.000 +0300
2021-10-06,AT,20.01,2022-10-06 14:18:31.362 +0300
2021-10-06,FR,94.19,2022-10-05 16:36:57.543 +0300
2021-10-06,CZ,23.490952380952381,2022-06-02 18:15:15.000 +0300
2021-10-05,AT,26.21,2022-10-06 14:18:31.362 +0300
2021-10-05,FR,85.87,2022-10-05 16:36:57.543 +0300
2021-10-05,CZ,25.800000,2022-06-20 11:40:59.000 +0300
2021-10-04,AT,24.80,2022-10-06 14:18:31.362 +0300
2021-10-04,FR,89.12,2022-10-05 16:36:53.811 +0300
2021-10-04,CZ,23.8909524,2022-06-20 11:40:59.000 +0300
2021-10-03,AT,19.71,2022-10-06 14:18:31.362 +0300
2021-10-03,FR,62.88,2022-10-05 16:36:53.811 +0300
2021-10-03,CZ,20.5828572,2022-06-20 11:40:59.000 +0300
2021-10-02,AT,20.99,2022-10-06 14:18:31.362 +0300
2021-10-02,FR,61.31,2022-10-05 16:36:53.811 +0300
2021-10-02,CZ,23.2604762,2022-06-20 11:40:59.000 +0300
2021-10-01,AT,21.21,2022-10-06 14:18:31.362 +0300
2021-10-01,FR,73.44,2022-10-05 16:36:51.114 +0300
2021-10-01,CZ,24.7004761904761905,2022-06-02 18:15:15.000 +0300
2021-09-30,AT,25.15,2022-10-06 14:18:45.481 +0300
2021-09-30,FR,77.09,2022-10-05 16:36:51.114 +0300
2021-09-30,CZ,20.1104761904761893,2022-06-02 18:15:15.000 +0300
2021-09-29,AT,27.65,2022-10-06 14:18:45.481 +0300
2021-09-29,FR,71.42,2022-10-05 16:36:51.114 +0300
2021-09-29,CZ,18.9566666666666671,2022-06-02 18:15:15.000 +0300
2021-09-28,AT,16.33,2022-10-06 14:18:45.481 +0300
2021-09-28,FR,77.32,2022-10-05 16:36:48.504 +0300
2021-09-28,CZ,16.5509524,2022-06-20 11:40:59.000 +0300
2021-09-27,AT,21.34,2022-10-06 14:18:45.481 +0300
2021-09-27,FR,71.13,2022-10-05 16:36:48.504 +0300
2021-09-27,CZ,18.7895238,2022-06-20 11:40:59.000 +0300
2021-09-26,AT,17.02,2022-10-06 14:18:45.481 +0300
2021-09-26,FR,52.42,2022-10-05 16:36:48.504 +0300
2021-09-26,CZ,17.2671429,2022-06-20 11:40:59.000 +0300
2021-09-25,AT,18.71,2022-10-06 14:18:45.481 +0300
2021-09-25,FR,56.60,2022-10-05 16:36:45.951 +0300
2021-09-25,CZ,16.772380952380952,2022-06-02 18:15:15.000 +0300
2021-09-24,AT,21.79,2022-10-06 14:18:45.481 +0300
2021-09-24,FR,64.33,2022-10-05 16:36:45.951 +0300
2021-09-24,CZ,17.972381,2022-06-20 11:40:59.000 +0300
2021-09-23,AT,22.96,2022-10-06 14:18:45.481 +0300
2021-09-23,FR,65.75,2022-10-05 16:36:45.951 +0300
2021-09-23,CZ,19.488571428571427,2022-06-02 18:15:15.000 +0300
2021-09-22,AT,21.52,2022-10-06 14:18:45.481 +0300
2021-09-22,FR,71.82,2022-10-05 16:36:42.522 +0300
2021-09-22,CZ,22.0095239,2022-06-20 11:40:59.000 +0300
2021-09-21,AT,19.93,2022-10-06 14:18:45.481 +0300
2021-09-21,FR,71.94,2022-10-05 16:36:42.522 +0300
2021-09-21,CZ,22.0519047619047623,2022-06-02 18:15:15.000 +0300
2021-09-20,AT,22.34,2022-10-06 14:18:45.481 +0300
2021-09-20,FR,74.73,2022-10-05 16:36:42.522 +0300
2021-09-20,CZ,18.3599999999999996,2022-06-02 18:15:15.000 +0300
2021-09-19,AT,19.55,2022-10-06 14:18:45.481 +0300
2021-09-19,FR,52.06,2022-10-05 16:36:39.744 +0300
2021-09-19,CZ,20.2276190476190456,2022-06-02 18:15:15.000 +0300
2021-09-18,AT,21.97,2022-10-06 14:18:45.481 +0300
2021-09-18,FR,50.89,2022-10-05 16:36:39.744 +0300
2021-09-18,CZ,14.3619048,2022-06-20 11:40:59.000 +0300
2021-09-17,AT,19.13,2022-10-06 14:18:45.481 +0300
2021-09-17,FR,67.11,2022-10-05 16:36:39.744 +0300
2021-09-17,CZ,16.5257143,2022-06-20 11:40:59.000 +0300
2021-09-16,AT,20.80,2022-10-06 14:18:45.481 +0300
2021-09-16,FR,68.78,2022-10-05 16:36:37.137 +0300
2021-09-16,CZ,14.410952380952382,2022-06-02 18:15:15.000 +0300
2021-09-15,AT,12.58,2022-10-06 14:18:45.481 +0300
2021-09-15,FR,68.05,2022-10-05 16:36:37.137 +0300
2021-09-15,CZ,13.5042857,2022-06-20 11:40:59.000 +0300
2021-09-14,AT,15.65,2022-10-06 14:18:45.481 +0300
2021-09-14,FR,69.52,2022-10-05 16:36:37.137 +0300
2021-09-14,CZ,11.8766666666666676,2022-06-02 18:15:15.000 +0300
2021-09-13,AT,16.46,2022-10-06 14:18:45.481 +0300
2021-09-13,FR,70.02,2022-10-05 16:36:34.325 +0300
2021-09-13,CZ,13.8038095,2022-06-20 11:40:59.000 +0300
2021-09-12,AT,16.64,2022-10-06 14:18:45.481 +0300
2021-09-12,FR,48.66,2022-10-05 16:36:34.325 +0300
2021-09-12,CZ,12.5452381,2022-06-20 11:40:59.000 +0300
2021-09-11,AT,16.30,2022-10-06 14:18:45.481 +0300
2021-09-11,FR,54.77,2022-10-05 16:36:34.325 +0300
2021-09-11,CZ,13.064761904761904,2022-06-02 18:15:15.000 +0300
2021-09-10,AT,15.89,2022-10-06 14:18:45.481 +0300
2021-09-10,FR,69.40,2022-10-05 16:36:31.451 +0300
2021-09-10,CZ,15.2138095,2022-06-20 11:40:59.000 +0300
2021-09-09,AT,15.37,2022-10-06 14:18:45.481 +0300
2021-09-09,FR,70.84,2022-10-05 16:36:31.451 +0300
2021-09-09,CZ,18.06714285714286,2022-06-02 18:15:15.000 +0300
2021-09-08,AT,15.72,2022-10-06 14:18:45.481 +0300
2021-09-08,FR,62.41,2022-10-05 16:36:31.451 +0300
2021-09-08,CZ,14.6028571,2022-06-20 11:40:59.000 +0300
2021-09-07,AT,9.97,2022-10-06 14:18:45.481 +0300
2021-09-07,FR,62.03,2022-10-05 16:36:28.451 +0300
2021-09-07,CZ,13.7623810,2022-06-20 11:40:59.000 +0300
2021-09-06,AT,10.98,2022-10-06 14:18:45.481 +0300
2021-09-06,FR,64.14,2022-10-05 16:36:28.451 +0300
2021-09-06,CZ,9.3557142,2022-06-20 11:40:59.000 +0300
2021-09-05,AT,16.75,2022-10-06 14:18:45.481 +0300
2021-09-05,FR,46.63,2022-10-05 16:36:28.451 +0300
2021-09-05,CZ,11.1042857,2022-06-20 11:40:59.000 +0300
2021-09-04,AT,14.35,2022-10-06 14:18:45.481 +0300
2021-09-04,FR,47.39,2022-10-05 16:36:24.504 +0300
2021-09-04,CZ,13.33095238095238,2022-06-02 18:15:15.000 +0300
2021-09-03,AT,14.70,2022-10-06 14:18:45.481 +0300
2021-09-03,FR,57.92,2022-10-05 16:36:24.504 +0300
2021-09-03,CZ,14.037619,2022-06-20 11:40:59.000 +0300
2021-09-02,AT,13.75,2022-10-06 14:18:45.481 +0300
2021-09-02,FR,60.68,2022-10-05 16:36:24.504 +0300
2021-09-02,CZ,13.8419047,2022-06-20 11:40:59.000 +0300
2021-09-01,AT,13.48,2022-10-06 14:18:45.481 +0300
2021-09-01,FR,61.21,2022-10-05 16:36:21.504 +0300
2021-09-01,CZ,13.9819048,2022-06-20 11:40:59.000 +0300
2021-08-31,AT,14.69,2022-10-06 14:18:43.731 +0300
2021-08-31,FR,61.55,2022-10-05 16:36:21.504 +0300
2021-08-31,CZ,15.0485714,2022-06-20 11:40:59.000 +0300
2021-08-30,AT,16.62,2022-10-06 14:18:43.731 +0300
2021-08-30,FR,60.48,2022-10-05 16:36:21.504 +0300
2021-08-30,CZ,12.6271428,2022-06-20 11:40:59.000 +0300
2021-08-29,AT,17.38,2022-10-06 14:18:43.731 +0300
2021-08-29,FR,45.85,2022-10-05 16:36:18.704 +0300
2021-08-29,CZ,12.8076190476190496,2022-06-02 18:15:15.000 +0300
2021-08-28,AT,17.68,2022-10-06 14:18:43.731 +0300
2021-08-28,FR,45.36,2022-10-05 16:36:18.704 +0300
2021-08-28,CZ,14.2895238,2022-06-20 11:40:59.000 +0300
2021-08-27,AT,16.43,2022-10-06 14:18:43.731 +0300
2021-08-27,FR,54.97,2022-10-05 16:36:18.704 +0300
2021-08-27,CZ,15.757619,2022-06-20 11:40:59.000 +0300
2021-08-26,AT,15.45,2022-10-06 14:18:43.731 +0300
2021-08-26,FR,55.88,2022-10-05 16:36:15.856 +0300
2021-08-26,CZ,15.4961905,2022-06-20 11:40:59.000 +0300
2021-08-25,AT,17.23,2022-10-06 14:18:43.731 +0300
2021-08-25,FR,55.26,2022-10-05 16:36:15.856 +0300
2021-08-25,CZ,12.1228572,2022-06-20 11:40:59.000 +0300
2021-08-24,AT,16.45,2022-10-06 14:18:43.731 +0300
2021-08-24,FR,54.21,2022-10-05 16:36:15.856 +0300
2021-08-24,CZ,13.9233333,2022-06-20 11:40:59.000 +0300
2021-08-23,AT,17.61,2022-10-06 14:18:43.731 +0300
2021-08-23,FR,52.49,2022-10-05 16:36:13.191 +0300
2021-08-23,CZ,9.0595238095238098,2022-06-02 18:15:15.000 +0300
2021-08-22,AT,16.09,2022-10-06 14:18:43.731 +0300
2021-08-22,FR,41.64,2022-10-05 16:36:13.191 +0300
2021-08-22,CZ,9.3585714285714265,2022-06-02 18:15:15.000 +0300
2021-08-21,AT,16.37,2022-10-06 14:18:43.731 +0300
2021-08-21,FR,42.94,2022-10-05 16:36:13.191 +0300
2021-08-21,CZ,8.6119047619047595,2022-06-02 18:15:15.000 +0300
2021-08-20,AT,16.11,2022-10-06 14:18:43.731 +0300
2021-08-20,FR,49.63,2022-10-05 16:36:09.888 +0300
2021-08-20,CZ,12.2323809523809533,2022-06-02 18:15:15.000 +0300
2021-08-19,AT,19.12,2022-10-06 14:18:43.731 +0300
2021-08-19,FR,50.12,2022-10-05 16:36:09.888 +0300
2021-08-19,CZ,10.2847619047619027,2022-06-02 18:15:15.000 +0300
2021-08-18,AT,16.73,2022-10-06 14:18:43.731 +0300
2021-08-18,FR,48.39,2022-10-05 16:36:09.888 +0300
2021-08-18,CZ,12.1709523809523794,2022-06-02 18:15:15.000 +0300
2021-08-17,AT,14.78,2022-10-06 14:18:43.731 +0300
2021-08-17,FR,46.34,2022-10-05 16:36:07.229 +0300
2021-08-17,CZ,12.2995238095238114,2022-06-02 18:15:15.000 +0300
2021-08-16,AT,19.06,2022-10-06 14:18:43.731 +0300
2021-08-16,FR,44.38,2022-10-05 16:36:07.229 +0300
2021-08-16,CZ,5.7709523809523824,2022-06-02 18:15:15.000 +0300
2021-08-15,AT,13.61,2022-10-06 14:18:43.731 +0300
2021-08-15,FR,37.06,2022-10-05 16:36:07.229 +0300
2021-08-15,CZ,11.37047619047619,2022-06-02 18:15:15.000 +0300
2021-08-14,AT,16.28,2022-10-06 14:18:43.731 +0300
2021-08-14,FR,38.28,2022-10-05 16:36:04.793 +0300
2021-08-14,CZ,8.117142857142858,2022-06-02 18:15:15.000 +0300
2021-08-13,AT,13.64,2022-10-06 14:18:43.731 +0300
2021-08-13,FR,44.80,2022-10-05 16:36:04.793 +0300
2021-08-13,CZ,7.4128571428571409,2022-06-02 18:15:15.000 +0300
2021-08-12,AT,11.84,2022-10-06 14:18:43.731 +0300
2021-08-12,FR,50.09,2022-10-05 16:36:04.793 +0300
2021-08-12,CZ,7.5719047619047646,2022-06-02 18:15:15.000 +0300
2021-08-11,AT,13.54,2022-10-06 14:18:43.731 +0300
2021-08-11,FR,50.75,2022-10-05 16:36:02.070 +0300
2021-08-11,CZ,8.3480952380952376,2022-06-02 18:15:15.000 +0300
2021-08-10,AT,15.12,2022-10-06 14:18:43.731 +0300
2021-08-10,FR,49.18,2022-10-05 16:36:02.070 +0300
2021-08-10,CZ,10.7147619047619026,2022-06-02 18:15:15.000 +0300
2021-08-09,AT,12.46,2022-10-06 14:18:43.731 +0300
2021-08-09,FR,46.00,2022-10-05 16:36:02.070 +0300
2021-08-09,CZ,10.4009523809523808,2022-06-02 18:15:15.000 +0300
2021-08-08,AT,15.60,2022-10-06 14:18:43.731 +0300
2021-08-08,FR,40.98,2022-10-05 16:35:59.098 +0300
2021-08-08,CZ,11.2757142857142865,2022-06-02 18:15:15.000 +0300
2021-08-07,AT,14.86,2022-10-06 14:18:43.731 +0300
2021-08-07,FR,41.73,2022-10-05 16:35:59.098 +0300
2021-08-07,CZ,10.4747619047619015,2022-06-02 18:15:15.000 +0300
2021-08-06,AT,13.86,2022-10-06 14:18:43.731 +0300
2021-08-06,FR,46.20,2022-10-05 16:35:59.098 +0300
2021-08-06,CZ,12.4923809523809536,2022-06-02 18:15:15.000 +0300
2021-08-05,AT,9.92,2022-10-06 14:18:43.731 +0300
2021-08-05,FR,48.81,2022-10-05 16:35:55.026 +0300
2021-08-05,CZ,14.0971428571428554,2022-06-02 18:15:15.000 +0300
2021-08-04,AT,9.76,2022-10-06 14:18:43.731 +0300
2021-08-04,FR,50.81,2022-10-05 16:35:55.026 +0300
2021-08-04,CZ,9.8657142857142877,2022-06-02 18:15:15.000 +0300
2021-08-03,AT,12.09,2022-10-06 14:18:43.731 +0300
2021-08-03,FR,50.82,2022-10-05 16:35:55.026 +0300
2021-08-03,CZ,10.2876190476190508,2022-06-02 18:15:15.000 +0300
2021-08-02,AT,11.86,2022-10-06 14:18:43.731 +0300
2021-08-02,FR,48.01,2022-10-05 16:35:51.845 +0300
2021-08-02,CZ,11.0290476190476174,2022-06-02 18:15:15.000 +0300
2021-08-01,AT,15.64,2022-10-06 14:18:43.731 +0300
2021-08-01,FR,40.57,2022-10-05 16:35:51.845 +0300
2021-08-01,CZ,9.9095238095238113,2022-06-02 18:15:15.000 +0300
2021-07-31,AT,14.43,2022-10-06 14:18:42.041 +0300
2021-07-31,FR,41.20,2022-10-05 16:35:51.845 +0300
2021-07-31,CZ,14.3242857142857142,2022-06-02 18:15:15.000 +0300
2021-07-30,AT,17.30,2022-10-06 14:18:42.041 +0300
2021-07-30,FR,47.85,2022-10-05 16:35:48.925 +0300
2021-07-30,CZ,14.033333333333332,2022-06-02 18:15:15.000 +0300
2021-07-29,AT,15.41,2022-10-06 14:18:42.041 +0300
2021-07-29,FR,50.28,2022-10-05 16:35:48.925 +0300
2021-07-29,CZ,10.7342857142857142,2022-06-02 18:15:15.000 +0300
2021-07-28,AT,14.25,2022-10-06 14:18:42.041 +0300
2021-07-28,FR,51.52,2022-10-05 16:35:48.925 +0300
2021-07-28,CZ,11.405714285714288,2022-06-02 18:15:15.000 +0300
2021-07-27,AT,16.82,2022-10-06 14:18:42.041 +0300
2021-07-27,FR,54.45,2022-10-05 16:35:45.702 +0300
2021-07-27,CZ,12.090952380952382,2022-06-02 18:15:15.000 +0300
2021-07-26,AT,19.63,2022-10-06 14:18:42.041 +0300
2021-07-26,FR,58.63,2022-10-05 16:35:45.702 +0300
2021-07-26,CZ,12.62095238095238,2022-06-02 18:15:15.000 +0300
2021-07-25,AT,18.62,2022-10-06 14:18:42.041 +0300
2021-07-25,FR,41.96,2022-10-05 16:35:45.702 +0300
2021-07-25,CZ,12.7519047619047627,2022-06-02 18:15:15.000 +0300
2021-07-24,AT,17.70,2022-10-06 14:18:42.041 +0300
2021-07-24,FR,42.36,2022-10-05 16:35:42.196 +0300
2021-07-24,CZ,9.7028571428571437,2022-06-02 18:15:15.000 +0300
2021-07-23,AT,16.53,2022-10-06 14:18:42.041 +0300
2021-07-23,FR,52.08,2022-10-05 16:35:42.196 +0300
2021-07-23,CZ,13.3552380952380983,2022-06-02 18:15:15.000 +0300
2021-07-22,AT,3.92,2022-10-06 14:18:42.041 +0300
2021-07-22,FR,59.78,2022-10-05 16:35:42.196 +0300
2021-07-22,CZ,4.968095238095239,2022-06-02 18:15:15.000 +0300
2021-07-21,AT,4.38,2022-10-06 14:18:42.041 +0300
2021-07-21,FR,63.81,2022-10-05 16:35:38.747 +0300
2021-07-21,CZ,9.619047619047619,2022-06-02 18:15:15.000 +0300
2021-07-20,AT,5.97,2022-10-06 14:18:42.041 +0300
2021-07-20,FR,62.13,2022-10-05 16:35:38.747 +0300
2021-07-20,CZ,7.722857142857142,2022-06-02 18:15:15.000 +0300
2021-07-19,AT,9.44,2022-10-06 14:18:42.041 +0300
2021-07-19,FR,62.69,2022-10-05 16:35:38.747 +0300
2021-07-19,CZ,7.695714285714284,2022-06-02 18:15:15.000 +0300
2021-07-18,AT,7.94,2022-10-06 14:18:42.041 +0300
2021-07-18,FR,44.19,2022-10-05 16:35:34.708 +0300
2021-07-18,CZ,4.9933333333333324,2022-06-02 18:15:15.000 +0300
2021-07-17,AT,8.95,2022-10-06 14:18:42.041 +0300
2021-07-17,FR,47.35,2022-10-05 16:35:34.708 +0300
2021-07-17,CZ,5.5400000000000004,2022-06-02 18:15:15.000 +0300
2021-07-16,AT,7.78,2022-10-06 14:18:42.041 +0300
2021-07-16,FR,57.96,2022-10-05 16:35:34.708 +0300
2021-07-16,CZ,4.555238095238096,2022-06-02 18:15:15.000 +0300
2021-07-15,AT,11.31,2022-10-06 14:18:42.041 +0300
2021-07-15,FR,60.87,2022-10-05 16:35:31.663 +0300
